tpase_006186	tpase_001374
tpase_006186	tpase_000377
tpase_006186	tpase_000287
tpase_006186	tpase_002943
tpase_006186	tpase_004870
tpase_006186	tpase_001440
tpase_006186	tpase_000875
tpase_006186	tpase_003601
tpase_006186	tpase_000949
tpase_006186	tpase_005230
tpase_006186	tpase_000351
tpase_006186	tpase_004058
tpase_006186	tpase_004655
tpase_006186	tpase_004869
tpase_006186	tpase_003000
tpase_006186	tpase_006465
tpase_006186	tpase_003670
tpase_006186	tpase_001596
tpase_006186	tpase_003652
tpase_006186	tpase_002205
tpase_006186	tpase_001262
tpase_006186	tpase_003265
tpase_006186	tpase_007057
tpase_006186	tpase_005886
tpase_006186	tpase_002504
tpase_006186	tpase_003587
tpase_006186	tpase_005902
tpase_006186	tpase_002419
tpase_006186	tpase_001597
tpase_006186	tpase_003137
tpase_006186	tpase_001934
tpase_006186	tpase_005134
tpase_006186	tpase_003833
tpase_006186	tpase_002279
tpase_006186	tpase_003087
tpase_006186	tpase_005294
tpase_006186	tpase_004133
tpase_006186	tpase_003716
tpase_006186	tpase_003141
tpase_006186	tpase_001027
tpase_006186	tpase_002288
tpase_006186	tpase_000360
tpase_006186	tpase_004676
tpase_006186	tpase_001211
tpase_006186	tpase_004910
tpase_006186	tpase_003845
tpase_006186	tpase_006595
tpase_006186	tpase_001103
tpase_006186	tpase_004502
tpase_006186	tpase_000384
tpase_006186	tpase_001212
tpase_006186	tpase_006737
tpase_006186	tpase_006462
tpase_006186	tpase_005089
tpase_006186	tpase_004826
tpase_006186	tpase_001922
tpase_006186	tpase_004743
tpase_006186	tpase_000956
tpase_006186	tpase_004351
tpase_006186	tpase_000972
tpase_006186	tpase_001953
tpase_006186	tpase_001708
tpase_006186	tpase_005365
tpase_006186	tpase_000355
tpase_006186	tpase_005145
tpase_006186	tpase_002001
tpase_006186	tpase_006820
tpase_006186	tpase_004708
tpase_006186	tpase_003972
tpase_006186	tpase_005559
tpase_006186	tpase_006852
tpase_006186	tpase_004345
tpase_006186	tpase_004548
tpase_006186	tpase_006261
tpase_006186	tpase_000364
tpase_006186	tpase_004009
tpase_006186	tpase_004423
tpase_006186	tpase_003717
tpase_006186	tpase_001576
tpase_006186	tpase_004579
tpase_006186	tpase_006464
tpase_006186	tpase_004011
tpase_006186	tpase_003041
tpase_006186	tpase_006763
tpase_006186	tpase_001399
tpase_006186	tpase_004752
tpase_006186	tpase_003140
tpase_006186	tpase_003216
tpase_006186	tpase_004260
tpase_006186	tpase_002396
tpase_006186	tpase_004247
tpase_006186	tpase_001968
tpase_006186	tpase_001111
tpase_006186	tpase_001778
tpase_006186	tpase_001143
tpase_006186	tpase_004786
tpase_006186	tpase_005125
tpase_006186	tpase_004341
tpase_006186	tpase_002101
tpase_006186	tpase_001283
tpase_006186	tpase_004670
tpase_006186	tpase_003267
tpase_006186	tpase_003425
tpase_006186	tpase_002506
tpase_006186	tpase_000348
tpase_006186	tpase_002655
tpase_006186	tpase_003003
tpase_006186	tpase_001879
tpase_006186	tpase_002794
tpase_006186	tpase_005378
tpase_006186	tpase_001571
tpase_006186	tpase_006890
tpase_006186	tpase_001100
tpase_006186	tpase_003477
tpase_006186	tpase_001575
tpase_006186	tpase_001006
tpase_006186	tpase_000013
tpase_006186	tpase_002691
tpase_006186	tpase_005261
tpase_006186	tpase_005908
tpase_006186	tpase_005561
tpase_006186	tpase_005479
tpase_006186	tpase_006859
tpase_006186	tpase_000379
tpase_006186	tpase_000382
tpase_006186	tpase_000880
tpase_006186	tpase_001084
tpase_006186	tpase_001677
tpase_006186	tpase_003434
tpase_006186	tpase_004618
tpase_006186	tpase_000926
tpase_006186	tpase_000986
tpase_006186	tpase_002269
tpase_006186	tpase_000474
